MIF,MIF
EMP1,LSMEM2
SGTA,LSMEM2
TMBIM1,GGT6
FAIM2,GGT6
SEC22A,GGT6
BMP10,GGT6
ADAM33,GGT6
TNMD,GGT6
TMBIM1,PROK2
TMBIM1,B3GALNT2
PACSIN1,PACSIN3
WASL,PACSIN3
PACSIN3,PACSIN3
PACSIN2,PACSIN3
ATXN7L2,PACSIN3
SMARCD1,PACSIN3
TNPO2,PACSIN3
WASL,ARHGAP12
SHANK2,ARHGAP12
TRIP10,ARHGAP12
WASL,SORBS2
SORBS2,SORBS2
EIF3H,SORBS2
ABI1,SORBS2
SH3RF1,SORBS2
CBLB,SORBS2
DLGAP4,SORBS2
EFS,SORBS2
WASL,RHOJ
PAK3,RHOJ
PAK5,RHOJ
PARD6B,RHOJ
WASL,RNF8
DNM2,RNF8
MAPK1,RNF8
RBFOX2,RNF8
DNTTIP2,RNF8
SEPTIN3,RNF8
EPN2,RNF8
EPN3,RNF8
CALCOCO1,RNF8
PSMB1,RNF8
PICK1,RNF8
RNF8,RNF8
MAD1L1,RNF8
NFATC2IP,C22orf39
ID2,C22orf39
VWC2L,C22orf39
RECK,C22orf39
PCSK5,C22orf39
ID3,C22orf39
HSD3B7,C22orf39
SYCE1L,C22orf39
FRS3,C22orf39
PLSCR3,C22orf39
ZNF620,C22orf39
EXOSC8,C22orf39
GNE,C22orf39
GRN,C22orf39
SNX32,C22orf39
CABP2,C22orf39
KRTAP10-9,C22orf39
TRIB3,C22orf39
KRTAP9-2,C22orf39
PSMA1,C22orf39
INCA1,C22orf39
KRTAP13-2,C22orf39
RIMBP3C,C22orf39
KRTAP12-3,C22orf39
MAGEA11,C22orf39
COL8A1,C22orf39
PFDN5,C22orf39
CEP76,C22orf39
CYSRT1,C22orf39
KRTAP10-8,C22orf39
MGAT5B,C22orf39
CRYBA2,C22orf39
DTX2,C22orf39
ANKS1A,C22orf39
KRTAP10-1,C22orf39
NFATC2IP,CCDC157
TCEA2,CCDC157
LAPTM5,KIR3DL3
ASIC1,KIR3DL3
SLC35A1,KIR3DL3
EMP3,KIR3DL3
SLC41A2,KIR3DL3
C5,KIR3DL3
JAGN1,KIR3DL3
CTXN3,KIR3DL3
VAMP5,KIR3DL3
EDDM3B,KIR3DL3
SERP1,KIR3DL3
UPK2,KIR3DL3
CMTM5,KIR3DL3
CD53,KIR3DL3
SYS1,KIR3DL3
OLFM4,KIR3DL3
ADAM33,KIR3DL3
AGTRAP,KIR3DL3
GIMAP5,KIR3DL3
NINJ2,KIR3DL3
TNMD,KIR3DL3
GTPBP1,C7orf25
AP2M1,H2BC10
AP2M1,H2BC7
AP2M1,H2BC6
AP2M1,H2BC8
AP2M1,CXorf51B
AP2M1,CXorf51A
AP2M1,TMA16
TSPYL2,TMA16
KLHL2,TMA16
AP2M1,H2BC13
AP2M1,H2BC21
AP2M1,H2BC4
DZIP1L,PRPF40A
SREK1,PRPF40A
SDCBP2,PRPF40A
SREK1IP1,PRPF40A
DZIP1,PRPF40A
NKAPD1,PRPF40A
C4orf45,PRPF40A
CCNL1,PRPF40A
BEND7,PRPF40A
DDIT4L,PRPF40A
PICK1,PRPF40A
KDELR3,TSPAN2
ATP1B4,TSPAN2
RNF19B,TSPAN2
VSIR,TSPAN2
DCBLD2,TSPAN2
LEPROTL1,TSPAN2
FKBP7,TSPAN2
SLC35C2,TSPAN2
CD79A,TSPAN2
FAM209A,TSPAN2
MS4A3,CLDN6
PMP22,CLDN6
IGFBP5,CLDN6
MS4A3,TMEM182
TSPAN12,TMEM182
TMEM218,TMEM182
PLP1,TMEM182
GPR42,TMEM182
MALL,TMEM182
KLRC1,TMEM182
TMEM140,TMEM182
GJA8,TMEM182
SUSD3,TMEM182
MS4A3,TM4SF18
IER3IP1,TM4SF18
EMP3,TM4SF18
CXCL9,TM4SF18
CLEC2D,TM4SF18
CYB561A3,TM4SF18
ITGB2,TM4SF18
UNC93B1,TM4SF18
PMP22,TM4SF18
TMEM218,TM4SF18
FXYD6,TM4SF18
SLC39A9,TM4SF18
SERP2,TM4SF18
CYB561,TM4SF18
SLC30A2,TM4SF18
MOB1A,LZTFL1
EHHADH,LZTFL1
LZTFL1,LZTFL1
PSMA1,LZTFL1
PSMB1,LZTFL1
PICK1,LZTFL1
PELI2,LZTFL1
SDCBP,LZTFL1
MOB1A,TDO2
NR1D1,TDO2
TDO2,TDO2
ZFYVE26,TDO2
PICK1,TDO2
PM20D2,TDO2
SDCBP,TDO2
LNX1,TDO2
MOB1A,IKZF4
TXK,IKZF4
CDC7,IKZF4
MOB1A,WASHC3
NDC80,WASHC3
TXLNA,WASHC3
BLOC1S6,WASHC3
PCM1,WASHC3
RABEP1,WASHC3
PAX6,WASHC3
TFIP11,WASHC3
KDM1A,WASHC3
SLC39A14,LZTS2
CABP5,LZTS2
MAPK1,LZTS2
TNIP3,LZTS2
DCUN1D1,LZTS2
SMARCD1,LZTS2
SUV39H1,LZTS2
POLDIP3,LZTS2
USP2,LZTS2
PATZ1,LZTS2
EXOSC5,LZTS2
FAM214B,LZTS2
MID2,LZTS2
TLE5,LZTS2
TTC23,LZTS2
SYT17,LZTS2
LMO3,LZTS2
TRIM44,TRIM10
ZNF414,TRIM10
ZNF620,TRIM10
GEM,TRIM10
SCNM1,TRIM10
TRIM35,TRIM10
YPEL3,TRIM10
HGS,TRIM10
LNX1,TRIM10
CPNE2,GBP7
PBX3,GBP7
TLNRD1,TLNRD1
CCM2,TLNRD1
PICK1,TLNRD1
DPF2,RUBCN
NME7,RUBCN
BRD1,RUBCN
ENKD1,RUBCN
BYSL,RUBCN
GAS8,RUBCN
VEZF1,RUBCN
RFC3,RFC4
RFC5,RFC4
RFC3,ANKRD40
PIN1,ANKRD40
UTP3,C1orf131
DCTD,MALSU1
ZNF426,MALSU1
LMO3,MALSU1
WDYHV1,MALSU1
MEOX2,MALSU1
DCTD,DCTD
UBE2I,DCTD
PSMA1,DCTD
GORASP2,DCTD
PICK1,DCTD
ZNF205,TSGA10
PAK5,TSGA10
HDAC4,TSGA10
HNRNPM,TSGA10
TRIM14,TSGA10
PKN1,TSGA10
PPP1R13B,TSGA10
MATR3,TSGA10
CCDC136,TSGA10
COG6,TSGA10
HOOK2,TSGA10
SORBS3,TSGA10
PRDM6,TSGA10
ZNF410,TSGA10
LZTS1,TSGA10
PIBF1,TSGA10
MAD1L1,TSGA10
PNO1,NOB1
ID2,ASCL4
TCF12,ASCL4
PDZD4,ASCL4
MBD3,ASCL4
FHL3,ASCL4
ID2,FNDC11
CDKN1A,FNDC11
RNF125,FNDC11
AP1B1,FNDC11
GPBP1,FNDC11
CINP,FNDC11
SORBS3,FNDC11
ZRANB1,FNDC11
DNTTIP1,ANP32B
KPNA1,ANP32B
MYNN,ANP32B
KPNA6,ANP32B
YAF2,ANP32B
PGRMC1,TMEM213
MAL,TMEM213
PGRMC1,ZNF71
ZNF524,ZNF71
MAP3K20,ZNF71
SART3,ZNF71
U2AF2,ZNF71
ZGPAT,ZNF71
ZNF835,ZNF71
ZNF648,ZNF71
ZNF497,ZNF71
ZBTB24,ZNF71
PRPF31,ZNF71
PHF1,ZNF71
ZNF792,ZNF71
ZNF417,ZNF71
FXR1,ZNF71
LGALS14,ZNF71
PICK1,ZNF71
TRIM41,ZNF71
BYSL,ZNF71
MFAP1,ZNF71
DVL3,ZNF71
PGRMC1,DEFB124
NCK2,DEFB124
PGRMC1,KCNE5
SGTA,KCNE5
SOX10,CRX
SMAP2,CRX
SPG21,CRX
GYS1,CRX
TLE5,CRX
LNX1,CRX
NFYC,CRX
SOX10,HSF4
PLA2G10,HSF4
ZMYND12,HSF4
AKAP8L,HSF4
PITX1,HSF4
KRT31,HSF4
SNU13,SMN2
SMN2,SMN2
SMN1,SMN2
CHTOP,SMN2
KRTAP21-2,SMN2
BLOC1S6,SMN2
FAM9B,SMN2
MAGED1,SMN2
IQUB,SMN2
FNDC11,SMN2
EHHADH,SMN2
KRTAP6-1,SMN2
BYSL,SMN2
GEMIN2,SMN2
POLR1C,SMN2
KRTAP6-2,SMN2
KRTAP19-6,SMN2
SNU13,SMN1
SMN1,SMN1
CHTOP,SMN1
BLOC1S6,SMN1
IQUB,SMN1
FNDC11,SMN1
EHHADH,SMN1
BYSL,SMN1
GEMIN2,SMN1
POLR1C,SMN1
EIF3L,EIF3K
EIF3L,PPP1R18
GTPBP3,PPP1R18
TRIM62,PPP1R18
MAPK1,PPP1R18
DZIP1,PPP1R18
STX11,PPP1R18
GOPC,PPP1R18
TRIM54,PPP1R18
PRPH,PPP1R18
TEX11,PPP1R18
PPP1R13B,PPP1R18
CDR2L,PPP1R18
CCDC136,PPP1R18
CEP70,PPP1R18
COG6,PPP1R18
KRT36,PPP1R18
GRIPAP1,PPP1R18
HOOK2,PPP1R18
GMCL1,PPP1R18
GFAP,PPP1R18
VIM,PPP1R18
KRT34,PPP1R18
SORBS3,PPP1R18
FHL5,PPP1R18
ZMYND12,PPP1R18
ZRANB1,PPP1R18
MID2,PPP1R18
MTUS2,PPP1R18
KRT33B,PPP1R18
LZTS1,PPP1R18
HOMER3,PPP1R18
PIBF1,PPP1R18
MAD1L1,PPP1R18
KRT31,PPP1R18
MEOX2,PPP1R18
CAVIN3,CAVIN1
ZSCAN21,CAVIN1
DNTTIP2,CAVIN1
TTC5,CAVIN1
FBXO28,CAVIN1
CDCA7L,CAVIN1
KAT5,CAVIN1
CAVIN1,CAVIN1
YAF2,CAVIN1
TSGA10IP,CAVIN1
INO80B,CAVIN1
ZCCHC10,CAVIN1
CDC37,CAVIN1
BAZ2B,SEPTIN2
TBC1D21,SEPTIN2
ATP6V0D2,SEPTIN2
BAZ2B,APIP
APIP,APIP
GORASP2,APIP
LNX1,APIP
BAZ2B,RASGEF1B
BAZ2B,BIVM
TRAF3,BIVM
L3MBTL2,BIVM
BAZ2B,FXR2
EIF4G1,FXR2
FMR1,FXR2
LCP2,FXR2
SYTL4,FXR2
AP1M1,FXR2
CDKL3,FXR2
BYSL,FXR2
KLF1,RBM4B
SNRPA,RBM4B
ATN1,RBM4B
NFKBID,RBM4B
KLF1,C1QBP
PPP1R37,HNRNPCL2
RALYL,HNRNPCL2
RALY,HNRNPCL2
HNRNPCL2,HNRNPCL2
HNRNPCL1,HNRNPCL2
RNF4,HNRNPCL2
HNRNPC,HNRNPCL2
PPP1R37,ZNF764
ZNF330,ZNF764
HOOK1,ZNF764
SUFU,ZNF764
TRIM38,ZNF764
ARMC7,ZNF764
ZNF837,ZNF764
FHL5,ZNF764
PICK1,ZNF764
ZRANB1,ZNF764
MID2,ZNF764
MTUS2,ZNF764
HNRNPF,ZNF764
MDFI,ZNF764
DTX2,ZNF764
KPNA3,ZNF764
DVL3,ZNF764
SH3BP1,CCDC146
PPP2R3C,CCDC146
AKAP9,CCDC146
GMNN,CCDC146
GRAMD4,CCDC146
TXLNA,CCDC146
CDR2L,CCDC146
CCDC136,CCDC146
LHX3,CCDC146
USHBP1,CCDC146
KRT34,CCDC146
MTUS2,CCDC146
NECAB2,CCDC146
TFIP11,CCDC146
KRT31,CCDC146
GGA1,ATXN7L1
VEZF1,ATXN7L1
GGA1,DTNB
TXLNA,DTNB
ABI1,DTNB
TRIM54,DTNB
AMOTL2,DTNB
PPP1R13B,DTNB
POU6F2,DTNB
CCDC136,DTNB
COG6,DTNB
USHBP1,DTNB
TRIM37,DTNB
TRAF2,DTNB
PICK1,DTNB
ZRANB1,DTNB
MTUS2,DTNB
KRT33B,DTNB
TFIP11,DTNB
KRT31,DTNB
GGA1,DGCR6L
GATA1,DGCR6L
AVPI1,DGCR6L
ATN1,DGCR6L
POU2AF1,DGCR6L
PPP1R13B,DGCR6L
MID2,DGCR6L
NECAB2,DGCR6L
MITD1,GPHN
PSMA1,GPHN
MITD1,ZFYVE19
VPS4B,ZFYVE19
DPY30,ZFYVE19
GSE1,C1orf94
PLEKHB2,C1orf94
PLA2G10,C1orf94
GORASP2,C1orf94
OIP5,C1orf94
TLE5,C1orf94
RHOXF2,C1orf94
INTS11,C1orf94
TNS2,C1orf94
CHERP,C1orf94
CAMK2A,C1orf94
ATXN1,C1orf94
STXBP1,SPICE1
KDM1A,SPICE1
STXBP1,STX5
MTUS1,STX5
STX2,STX5
CRB3,STX5
LRRC4C,STX5
NAPB,STX5
CCDC155,STX5
STX1A,STX5
STX4,STX5
CREB3L3,STX5
EBP,STX5
GOSR2,STX5
AQP6,STX5
RETREG3,STX5
FAM209A,STX5
SUSD2,TNS2
EPDR1,TNS2
CTSZ,TNS2
CRX,TNS2
WAC,TNS2
LUZP4,TNS2
LPXN,TNS2
PATZ1,TNS2
TFAP2D,TNS2
KCTD9,TNS2
TNS2,TNS2
LASP1,TNS2
HOXA1,TNS2
TBC1D10A,TEX13A
TXN,TEX13A
ATP5PO,TEX13A
MYO15B,TEX13A
TTC23,TEX13A
TEX29,CLRN2
SIT1,CLRN2
CLEC2D,CLRN2
CLDN5,CLRN2
NEMP1,CLRN2
VSIR,CLRN2
KLRC1,CLRN2
FNDC9,CLRN2
LRRC25,CLRN2
SSMEM1,CLRN2
ARL6IP6,CLRN2
STOM,CLRN2
TEX29,CLEC2A
GPR37L1,CLEC2A
CLEC2D,CLEC2A
HIBADH,CLEC2A
GPX8,CLEC2A
TEX29,GPHB5
SSMEM1,GPHB5
TMBIM6,GPHB5
IL27RA,CLDN2
GRM2,CLDN2
EMP3,CLDN2
CXCL9,CLDN2
CLEC2D,CLDN2
TEX264,CLDN2
TMEM218,CLDN2
PLP1,CLDN2
IGFBP5,CLDN2
ADAM33,CLDN2
FAM209A,CLDN2
IL27RA,SLC41A2
CLN5,SLC41A2
GPR42,SLC41A2
IGFBP5,SLC41A2
PVR,SLC41A2
ERGIC3,SLC41A2
LYVE1,SLC41A2
AQP6,SLC41A2
CD79A,SLC41A2
IL27RA,GALNT15
FFAR2,GALNT15
CD79A,GALNT15
DERL3,TMEM92
DERL3,TEX29
RHAG,TEX29
C16orf58,TEX29
TMEM140,TEX29
TMEM19,TEX29
TMBIM6,TEX29
TMEM147,TEX29
DERL3,ULBP2
DERL3,STATH
TFAM,STATH
GPR42,STATH
ERGIC3,STATH
AQP6,STATH
MTIF3,STATH
FAM209A,STATH
DERL3,GNLY
DERL3,IL27RA
DERL3,NDRG4
SCAMP1,NDRG4
SYP,NDRG4
SYNGR1,NDRG4
PLP2,NDRG4
USP53,CRK
PSMC6,CRK
TXK,CRK
CRKL,PTPDC1
MAPK1,PTPDC1
TEX11,PTPDC1
MID2,PTPDC1
CRKL,USP53
CRKL,PSMC6
PSMC6,PSMC6
SMARCE1,PSMC6
PSMC5,PSMC6
STX16,VPS45
STX16,NAPB
SIGLEC5,NAPB
STX1B,NAPB
SYT1,NAPB
SNAP29,NAPB
STX2,NAPB
STX1A,NAPB
STX4,NAPB
PLEKHO1,NAPB
BET1,NAPB
FAM209A,NAPB
TERF1,PCLAF
PCNA,PCLAF
TERF1,ARHGEF3
CEP70,ARHGEF3
HSF2BP,ARHGEF3
PICK1,ARHGEF3
PBX4,ARHGEF3
DPPA4,SNX18
KHDRBS3,SNX18
CPSF7,SNX18
MSS51,SNX18
HSPB2,SNX18
HSF2BP,SNX18
ABI2,SNX18
PTPN21,SNX18
GOLGA2,SNX18
MDFI,SNX18
DPPA4,GMPPB
GLYCTK,GMPPB
GMPPA,GMPPB
POLR1C,GMPPB
DPPA4,MAGOH
DPH2,MAGOH
PPP1R16B,MAGOH
CEP70,MAGOH
FXR1,MAGOH
ZRANB1,MAGOH
DPPA4,GRAP
TRIM21,GRAP
DPPA4,KAT14
ZFY,KAT14
TRIM54,KAT14
CEP70,KAT14
DPPA4,SH3GL1
SH2D4A,SH3GL1
SH3GL1,SH3GL1
PSMB1,SH3GL1
SPG21,SH3GL1
NUTM2F,SH3GL1
GPKOW,SH3GL1
DPPA4,CIR1
MTAP,EMC3
TFAM,TSPAN1
ANKRD36B,AKAP17A
HMGXB4,AKAP17A
SDCBP2,AKAP17A
UBE2I,AKAP17A
RNF4,AKAP17A
SRRM4,AKAP17A
CEP70,AKAP17A
THAP1,AKAP17A
DVL3,AKAP17A
ZNF330,ZNF460
TRIM41,ZNF460
LMO1,ZNF460
ZNF330,ZNF669
CABP5,ZNF669
ZC4H2,ZNF669
BICD2,ZNF669
ARMC7,ZNF669
KRTAP10-6,ZNF669
CDR2L,ZNF669
KRT27,ZNF669
CCDC136,ZNF669
CEP70,ZNF669
MID2,ZNF669
MTUS2,ZNF669
TRAF1,ZNF669
KRTAP10-8,ZNF669
MDFI,ZNF669
ZNF330,RWDD4
ZNF330,ZNF664
CABP5,ZNF664
GADD45G,ZNF664
CIB3,ZNF664
ZNF330,ZNF683
RHOXF2,ZNF683
ZNF330,SPATA3
EFEMP2,SPATA3
ZNF330,ZNF440
CCDC136,ZNF440
STX1A,ZNF440
FHL5,ZNF440
MID2,ZNF440
MTUS2,ZNF440
CARD10,ZNF440
TRAF1,ZNF440
MDFI,ZNF440
CSNK2A1,ZNF440
ZNF330,ZNF768
EMG1,ZNF768
ZNF835,ZNF768
SDCBP,ZNF768
PIN1,ZNF768
ZNF330,CNNM3
KHDRBS3,CNNM3
TGM1,CNNM3
RBMX,CNNM3
KHDRBS2,CNNM3
EXOSC8,CNNM3
HNRNPK,CNNM3
SRSF3,CNNM3
SSC4D,CNNM3
COG6,CNNM3
AGR2,CNNM3
USHBP1,CNNM3
HSF2BP,CNNM3
CALCOCO2,CNNM3
FHL5,CNNM3
ZRANB1,CNNM3
AKAP8L,CNNM3
PM20D2,CNNM3
MID2,CNNM3
MTUS2,CNNM3
KRT33B,CNNM3
CARD10,CNNM3
RBPMS,CNNM3
MDFI,CNNM3
TNS2,CNNM3
KRT31,CNNM3
ACTN2,CNNM3
HOXA1,CNNM3
ZNF330,ZNF23
NME7,ZNF23
SPRY1,ZNF23
GMCL1,ZNF23
FHL2,ZNF23
FHL5,ZNF23
MTUS2,ZNF23
TRAF1,ZNF23
MDFI,ZNF23
TSGA10,ZNF23
MEOX2,ZNF23
ZNF330,SPRY1
LCE3D,SPRY1
PCSK5,SPRY1
TGM7,SPRY1
FBLN1,SPRY1
CHRD,SPRY1
SMCP,SPRY1
GNE,SPRY1
PRKAB2,SPRY1
ZNF837,SPRY1
FARS2,SPRY1
UBASH3A,SPRY1
CREB5,SPRY1
CDR2L,SPRY1
ADAM12,SPRY1
TFAP2D,SPRY1
ADAMTSL4,SPRY1
REL,SPRY1
PRKAA2,SPRY1
HSF2BP,SPRY1
FHL5,SPRY1
MDFI,SPRY1
KRT31,SPRY1
GUCD1,SPRY1
HOXA1,SPRY1
MEOX2,SPRY1
ZNF330,ZNF547
PCSK5,ZNF547
MAGOHB,ZNF547
GPATCH2L,ZNF547
MAPRE3,ZNF547
ZNF330,RSPO2
SLC39A7,RSPO2
HOXA1,RSPO2
ZNF330,CCN3
RECK,CCN3
TNIP3,CCN3
NID2,CCN3
HOXA1,CCN3
ZNF330,CFP
RECK,CFP
FKBP6,CFP
BANF2,CFP
STK16,CFP
NEK6,CFP
FHL5,CFP
MID2,CFP
KCTD9,CFP
HOXA1,CFP
ZNF330,STK16
ZNF343,STK16
KCTD17,STK16
RSPO4,STK16
PLA2G10,STK16
KLHL20,STK16
AGR2,STK16
YPEL3,STK16
FXR1,STK16
PRDM6,STK16
KRT31,STK16
NFKBIB,BTBD6
NME7,BTBD6
BTBD3,BTBD6
CUL3,BTBD6
TCEA2,BTBD6
WDYHV1,BTBD6
TSPAN12,RNF152
EBP,RNF152
GJA8,RNF152
PLPPR2,TMED9
AQP9,TMED9
ITM2A,TMED9
SEC22A,TMED9
TMEM60,TMED9
PLPPR2,LYPD5
IFITM3,LYPD5
TSPO,LYPD5
ERMP1,LYPD5
ERG28,LYPD5
EHHADH,LYPD5
BET1,LYPD5
PLPPR2,GYPC
TSPAN15,GYPC
GPR42,GYPC
AQP6,GYPC
PLPPR2,SLC19A3
TMEM14A,SLC19A3
CYB561,SLC19A3
PLPPR2,VSIR
VAMP3,VSIR
ATP5F1D,ATP5F1E
ATP5F1D,SRSF11
SRSF11,SRSF11
PAX6,SRSF11
MEOX2,SRSF11
CIRBP,SRSF3
RBM3,SRSF3
U2AF2,SRSF3
PRPF31,SRSF3
CLK1,SRSF3
LNX1,SRSF3
MAGEB2,CCNL2
ZBTB7B,CCNL2
RUNDC3A,CCNL2
KRTAP12-2,CCNL2
USP20,CCNL2
TRIM41,CCNL2
EMD,CCNL2
MDFI,CCNL2
FAM90A1,CCNL2
PIH1D2,CCNL2
MAGEB2,ECSIT
C1orf109,ECSIT
DTX2,ECSIT
MAGEB2,ARID3A
KRT31,ARID3A
MAGEB2,TXN2
AP2B1,TXN2
ZMYND12,TXN2
TFIP11,TXN2
MAPRE3,TXN2
SCYL3,TXN2
EMG1,EMG1
HSD3B7,EMG1
EFEMP1,BAG5
CDCA7L,BAG5
CCDC155,BAG5
THAP1,BAG5
GOLGA6A,BAG5
MAD1L1,BAG5
EFEMP1,ANAPC11
HSD3B7,ANAPC11
FRS3,ANAPC11
PRKAB2,ANAPC11
TLE5,ANAPC11
DTX2,ANAPC11
EFEMP1,CLPP
PLSCR4,CLPP
PPP2CA,CLPP
TNPO3,CLPP
GRN,CLPP
PSMB1,CLPP
NUTF2,CLPP
DTX2,CLPP
EFEMP1,SLPI
SGTA,SLPI
HOXA1,SLPI
PSMD8,SHC3
BMF,SHC3
ANKRD10,SHC3
CEACAM6,SHC3
YPEL5,SHC3
PPP1R16B,SHC3
DOK3,SHC3
STX11,SHC3
TRIM54,SHC3
FTO,SHC3
CCNC,SHC3
USHBP1,SHC3
UBAP2,SHC3
TRIM35,SHC3
YPEL3,SHC3
KRT34,SHC3
TRAF2,SHC3
ZMYND12,SHC3
KRT33B,SHC3
TRAF1,SHC3
KRT31,SHC3
PSMD8,PRDX6
H2BC15,H2AC4
H2BC15,H2AC8
H2BC15,H2AC19
VWA5A,PPARA
VWC2L,PPARA
CHIC2,PPARA
EXOSC4,PPARA
STAC3,PPARA
FBLN1,PPARA
FAM9B,PPARA
ANKRD11,PPARA
COL8A1,PPARA
PICK1,PPARA
SDCBP,PPARA
CTNNA3,PPARA
FAM90A1,PPARA
CD200R1,PTCH1
TMPRSS2,PTCH1
HIBADH,PTCH1
CD74,PTCH1
APPBP2,PTCH1
STOM,PTCH1
CD79A,PTCH1
FAM209A,PTCH1
IFNGR2,CD302
CD53,CD302
GET1,CD302
ERGIC3,CD302
OPRM1,CD302
GPX8,CD302
ARL13B,CD302
RHCG,C1QL4
SLC38A1,C1QL4
TMPRSS2,C1QL4
TRHR,C1QL4
CD53,C1QL4
IL10RA,C1QL4
FNDC9,C1QL4
FATE1,C1QL4
TMEM179B,C1QL4
GPR152,C1QL4
SSMEM1,C1QL4
SCARA5,C1QL4
SGTA,C1QL4
GOLM1,C1QL4
CERS4,C1QL4
MFF,C1QL4
ATP1B4,CSGALNACT2
TMEM143,CSGALNACT2
CLDN2,CSGALNACT2
SYT1,CSGALNACT2
UBE2I,CSGALNACT2
CYB5R3,CSGALNACT2
TMEM52B,CSGALNACT2
BSND,CSGALNACT2
FCGR2A,CSGALNACT2
SSMEM1,CSGALNACT2
MFSD14B,CSGALNACT2
RETREG3,CSGALNACT2
ARL13B,CSGALNACT2
CREB3L1,CSGALNACT2
ATP1B4,ASGR1
RNF19B,ASGR1
HIBADH,ASGR1
CYB5R3,ASGR1
VSIR,ASGR1
SAR1A,ASGR1
APH1A,ASGR1
IGFBP5,ASGR1
ERGIC3,ASGR1
SLC35C2,ASGR1
SLC10A1,ASGR1
FAM209A,ASGR1
SPAG4,ASGR1
PCSK6,ZNF441
STX1A,ZNF441
SPRY1,ZNF441
YPEL3,ZNF441
MDFI,ZNF441
DVL3,ZNF441
SERTAD2,PLA2G6
RCBTB2,PLA2G6
NUP93,PLA2G6
PLA2G6,PLA2G6
TRIM50,PLA2G6
MAT2B,PLA2G6
USP54,PLA2G6
ZBTB42,PLA2G6
RUSC1,PLA2G6
CCDC33,PLA2G6
CEP76,PLA2G6
ZNF576,AP4B1
SNX4,SNX7
ABI2,SNX7
ACOT7,POU6F1
NFYC,POU6F1
ACOT7,ACOT12
NAA11,ACOT12
NAA10,ACOT12
REL,ACOT12
ZBTB8A,ACOT12
PAX6,ACOT12
ACOT12,ACOT12
MEOX1,ACOT12
MEOX2,ACOT12
ACOT7,NCOA5
KHDRBS2,NCOA5
GORASP2,NCOA5
PICK1,NCOA5
FAM214B,NCOA5
HSP90AB1,CHORDC1
PMF1,MIS12
CFAP161,DPYSL5
DPYSL3,DPYSL5
DPYSL2,DPYSL5
OGT,SAP30BP
NUBPL,KDM8
IFT20,KDM8
DDIT4L,KDM8
MEOX2,KDM8
BAMBI,NKG7
OPRK1,NKG7
CLEC2D,NKG7
MSR1,NKG7
RNF24,NKG7
AQP6,NKG7
CD79A,NKG7
IKZF5,NUDT22
DNAL4,NUDT22
ZNF343,NUDT22
LHX3,NUDT22
DDIT4L,NUDT22
WDR54,NUDT22
ZMYND12,NUDT22
TLE5,NUDT22
TNFRSF10D,HSBP1L1
SYNGR3,HSBP1L1
CMTM4,HSBP1L1
ALAS1,HSBP1L1
MESD,HSBP1L1
FKBP7,HSBP1L1
PLP2,HSBP1L1
NFKBID,HSBP1L1
PBX4,HSBP1L1
AGTRAP,HSBP1L1
TNFRSF10D,FAM114A1
GDAP1,FAM114A1
RAB2B,FAM114A1
RAB2A,FAM114A1
CMTM5,FAM114A1
SPG21,FAM114A1
TNFRSF10D,TUFM
SYP,TUFM
CMTM5,TUFM
ZDHHC15,TUFM
RHBDD2,TUFM
HMBOX1,TUFM
MTIF3,TUFM
ARL6IP1,TUFM
SEMA4G,DEGS1
CWF19L1,CWF19L2
TRIM9,CWF19L2
HOOK1,CWF19L2
RINT1,CWF19L2
SF3B4,CWF19L2
TRIM54,CWF19L2
PSTPIP1,CWF19L2
TBC1D1,CWF19L2
SNW1,CWF19L2
EXOC8,CWF19L2
CALCOCO1,CWF19L2
BACH2,CWF19L2
CEP70,CWF19L2
GRIPAP1,CWF19L2
HOOK2,CWF19L2
LHX3,CWF19L2
FXR2,CWF19L2
FXR1,CWF19L2
TRIM37,CWF19L2
GFAP,CWF19L2
FCHO1,CWF19L2
TRIM23,CWF19L2
TRAF2,CWF19L2
PICK1,CWF19L2
ZMYND12,CWF19L2
ZRANB1,CWF19L2
CCDC102B,CWF19L2
MTUS2,CWF19L2
KIFC3,CWF19L2
CEP76,CWF19L2
TFIP11,CWF19L2
CARD10,CWF19L2
LZTS1,CWF19L2
HOMER3,CWF19L2
GAS8,CWF19L2
PIBF1,CWF19L2
MAD1L1,CWF19L2
MEOX1,CWF19L2
ARCN1,LBHD1
TCHP,CCDC172
MRPL11,CCDC172
MSGN1,CCDC172
FAM161B,CCDC172
PRKAA2,CCDC172
PCDHB12,CCDC172
VPS9D1,CCDC172
C2CD6,CCDC172
TCHP,KRT19
KRT72,KRT19
KRT74,KRT19
KRT6C,KRT19
KRT78,KRT19
KRT8,KRT19
KRT1,KRT19
KRT80,KRT19
KRT71,KRT19
KRT4,KRT19
GLYCTK,KRT19
ARL4A,KRT19
KRT83,KRT19
AMOT,KRT19
KRT85,KRT19
SNAPIN,KRT19
PRPH,KRT19
EXOC8,KRT19
KRT75,KRT19
POLL,KRT19
PKN1,KRT19
SMARCE1,KRT19
BEX2,KRT19
TBC1D7,KRT19
PSMA1,KRT19
SPG21,KRT19
NFKBID,KRT19
GFAP,KRT19
LGALS14,KRT19
PCDHB12,KRT19
ABI2,KRT19
C1orf109,KRT19
RCOR3,KRT19
LENG1,KRT19
TCHP,KRT24
KRT1,KRT24
KRT80,KRT24
KRT71,KRT24
CCDC146,KRT24
AMOT,KRT24
TXLNA,KRT24
