MIF,MIF
KXD1,TPM1
MAD1L1,TPM1
RAP1B,MTUS2
RPA1,MTUS2
PTK7,MTUS2
CDKN1B,MTUS2
ZNF557,MTUS2
CDKN1A,MTUS2
ICAM4,MTUS2
MYOM1,MTUS2
JOSD1,MTUS2
USP22,MTUS2
HBZ,MTUS2
PTCD1,MTUS2
CHIC2,MTUS2
C19orf44,MTUS2
PDZD4,MTUS2
ARL4A,MTUS2
HAPLN2,MTUS2
GNL3L,MTUS2
TSHZ3,MTUS2
RALY,MTUS2
HDAC4,MTUS2
ITGB4,MTUS2
GSTP1,MTUS2
ITGB5,MTUS2
BANF2,MTUS2
CCAR1,MTUS2
FLYWCH1,MTUS2
ZNF20,MTUS2
SHFL,MTUS2
TNIP3,MTUS2
FAM110A,MTUS2
HCK,MTUS2
CCDC198,MTUS2
SMARCD1,MTUS2
SNW1,MTUS2
PKP2,MTUS2
HSF2,MTUS2
EXOC8,MTUS2
PKN1,MTUS2
ZBTB47,MTUS2
DDX6,MTUS2
PRPF31,MTUS2
RASAL3,MTUS2
EIF3D,MTUS2
POLDIP3,MTUS2
CDC5L,MTUS2
USP2,MTUS2
SMARCE1,MTUS2
RASD1,MTUS2
TBC1D22B,MTUS2
SMG9,MTUS2
SH2D4A,MTUS2
PCDHB14,MTUS2
SAMD4A,MTUS2
DLGAP4,MTUS2
EHHADH,MTUS2
FAM124B,MTUS2
CRY2,MTUS2
PSMA1,MTUS2
PSMB1,MTUS2
INO80B,MTUS2
ZBTB16,MTUS2
CCDC6,MTUS2
SPG21,MTUS2
CDKL3,MTUS2
CDC7,MTUS2
ENKD1,MTUS2
BYSL,MTUS2
RBM41,MTUS2
DCX,MTUS2
MBD3,MTUS2
RCOR3,MTUS2
TLE5,MTUS2
TTC23,MTUS2
HOXB5,MTUS2
ZMYND10,MTUS2
ANKS1A,MTUS2
DMRT3,MTUS2
CDK18,MTUS2
LENG1,MTUS2
PIBF1,MTUS2
LNX1,MTUS2
GPKOW,MTUS2
LMO3,MTUS2
ZNF76,MTUS2
PIN1,MTUS2
TXN2,MTUS2
PLAAT1,FAM187A
CENPN,FAM187A
RCN3,FAM187A
PRKAR1B,FAM187A
SUOX,FAM187A
PKN1,FAM187A
GRIPAP1,FAM187A
USHBP1,FAM187A
PAX6,FAM187A
PICK1,FAM187A
VAC14,FAM187A
MEOX1,FAM187A
MEOX2,FAM187A
PLAAT1,CCDC103
CENPN,CCDC103
RCN3,CCDC103
SUOX,CCDC103
PKN1,CCDC103
GRIPAP1,CCDC103
USHBP1,CCDC103
PAX6,CCDC103
PICK1,CCDC103
VAC14,CCDC103
MEOX1,CCDC103
MEOX2,CCDC103
PLAAT1,ZIC1
SMAD4,ZIC1
EEF1AKMT3,ZIC1
BBS4,ZIC1
ABHD11,ZIC1
ANKRD10,ZIC1
CRX,ZIC1
RNF144B,ZIC1
UBE2I,ZIC1
SUFU,ZIC1
RFC2,ZIC1
TBX19,ZIC1
C11orf1,ZIC1
TRIP6,ZIC1
PATZ1,ZIC1
SMUG1,ZIC1
YPEL3,ZIC1
KRT34,ZIC1
OIP5,ZIC1
TLE5,ZIC1
TRAF1,ZIC1
FAM168B,ZIC1
SPAG8,ZIC1
INTS11,ZIC1
KRT31,ZIC1
BCL10,BCL10
COG6,BCL10
TRAF2,BCL10
PPCS,PPCS
RGS13,APOL6
LAMTOR3,APOL6
CCN3,APOL6
ADAMTSL4,APOL6
TEPSIN,APOL6
KRTAP10-8,APOL6
CMIP,TSR2
EXOSC3,TSR2
GAS2L3,TSR2
RBM48,TSR2
PIAS2,TSR2
GSC2,TSR2
KIF16B,TSR2
PRKAB2,TSR2
CREB5,TSR2
KIFC3,TSR2
CAMK2A,TSR2
GABARAPL2,TSR2
MEOX2,TSR2
SSX1,MTURN
TNFRSF19,MTURN
AP2M1,MTURN
UBB,MTURN
TRIM5,MTURN
MKRN1,MTURN
UBC,MTURN
RPS27A,MTURN
SH3RF1,MTURN
TRIM8,MTURN
PLEKHB2,MTURN
SUSD6,MTURN
TRIM38,MTURN
TRAF6,MTURN
REL,MTURN
TP53BP2,MTURN
SSX1,CDCA7L
BRPF1,CDCA7L
NDUFB7,CDCA7L
ANKRD1,CDCA7L
PIH1D1,CDCA7L
TNNI1,CDCA7L
CCDC116,CDCA7L
AVPI1,CDCA7L
JADE2,CDCA7L
PRDM14,CDCA7L
CEP70,CDCA7L
MRPL28,CDCA7L
MLH1,CDCA7L
HSF2BP,CDCA7L
PICK1,CDCA7L
PPP1R16A,CDCA7L
ANKRD23,CDCA7L
MDFI,CDCA7L
MEOX2,CDCA7L
BECN1,UVRAG
BECN1,ATG14
TSKS,TPM3
HSF2,TPM3
TAB2,TPM3
C1orf216,TPM3
PSMC5,TPM3
HSF4,TPM3
KXD1,TPM3
TFPT,TPM3
NUP54,TPM3
THAP1,TPM3
OIP5,TPM3
MAD1L1,TPM3
RRAS,RAP1GDS1
RAP2C,RAP1GDS1
RNF19B,RAP1GDS1
RRAS2,RAP1GDS1
PLEKHB1,RAP1GDS1
SYAP1,ADIPOQ
CCDC107,ADIPOQ
BTNL9,ADIPOQ
CAMLG,ADIPOQ
PROKR2,ADIPOQ
MS4A3,ADIPOQ
CD200R1,ADIPOQ
IFNGR2,ADIPOQ
SLC35E3,ADIPOQ
CYBC1,ADIPOQ
PEX12,ADIPOQ
FASN,ADIPOQ
CLEC2D,ADIPOQ
ERP29,ADIPOQ
ASGR2,ADIPOQ
NEMP1,ADIPOQ
BSND,ADIPOQ
TMEM35A,ADIPOQ
MFSD6,ADIPOQ
SLC16A2,ADIPOQ
TMEM237,ADIPOQ
SLC22A23,ADIPOQ
GPR42,ADIPOQ
TNFSF14,ADIPOQ
FNDC9,ADIPOQ
FKBP7,ADIPOQ
PVR,ADIPOQ
CPLX4,ADIPOQ
COQ9,ADIPOQ
GPR152,ADIPOQ
BIK,ADIPOQ
SLC35C2,ADIPOQ
CLEC10A,ADIPOQ
TRIM35,ADIPOQ
SGTA,ADIPOQ
SCN3B,ADIPOQ
AQP6,ADIPOQ
KCNK5,ADIPOQ
MFSD14B,ADIPOQ
MFF,ADIPOQ
CD79A,ADIPOQ
CREB3L1,ADIPOQ
FCGR1A,ADIPOQ
FAM209A,ADIPOQ
BCL2L13,ADIPOQ
SYAP1,TNFRSF10C
SLC30A4,TNFRSF10C
DNAJC1,TNFRSF10C
TMEM45B,TNFRSF10C
ASZ1,TNFRSF10C
GPR37L1,TNFRSF10C
CYB5R3,TNFRSF10C
KCNJ6,TNFRSF10C
PDZK1IP1,TNFRSF10C
COQ9,TNFRSF10C
MGST1,TNFRSF10C
ERGIC3,TNFRSF10C
STOM,TNFRSF10C
SGTA,TNFRSF10C
AQP6,TNFRSF10C
KCNK5,TNFRSF10C
CD79A,TNFRSF10C
ARL13B,TNFRSF10C
CREB3L1,TNFRSF10C
FAM209A,TNFRSF10C
PCID2,SEM1
MAPK8IP3,RAD51D
ZNF343,RAD51D
SPATC1L,RAD51D
RBM48,RAD51D
STX11,RAD51D
ZC2HC1C,RAD51D
PNMA1,RAD51D
LIMS1,RAD51D
TRIM14,RAD51D
CCNL1,RAD51D
POLDIP3,RAD51D
AMOTL2,RAD51D
CCDC36,RAD51D
GEMIN4,RAD51D
KATNBL1,RAD51D
ZBTB42,RAD51D
REL,RAD51D
IKZF3,RAD51D
NFKBID,RAD51D
TEPSIN,RAD51D
HSF2BP,RAD51D
SORBS3,RAD51D
LZTS2,RAD51D
PICK1,RAD51D
VPS9D1,RAD51D
PRDM6,RAD51D
KIFC3,RAD51D
CCDC33,RAD51D
TLE5,RAD51D
TTC23,RAD51D
MEOX2,RAD51D
MAPK8IP3,ZNF575
MYF5,ZNF575
SNX33,ZNF575
KHDRBS3,ZNF575
ZNF526,ZNF575
HAP1,ZNF575
HNRNPK,ZNF575
PICK1,ZNF575
ZRANB1,ZNF575
TRIM41,ZNF575
TP53BP2,ZNF575
CARD10,ZNF575
MDFI,ZNF575
TNS2,ZNF575
MAPK8IP3,LDLRAP1
PSD4,LDLRAP1
ESPNL,LDLRAP1
STN1,LDLRAP1
MAGEA4,LDLRAP1
AP1B1,LDLRAP1
AP2B1,LDLRAP1
FHL2,LDLRAP1
PSMB2,AXIN2
BTRC,AXIN2
CTAG2,AXIN2
CCDC112,AXIN2
TOP3B,AXIN2
CHIC2,AXIN2
PPP2R5A,AXIN2
AMOT,AXIN2
STX11,AXIN2
TXLNA,AXIN2
BARD1,AXIN2
TXLNB,AXIN2
ELOA,AXIN2
SCNM1,AXIN2
AP1M1,AXIN2
BYSL,AXIN2
KIFC3,AXIN2
HOXB5,AXIN2
CWF19L2,AXIN2
TSGA10,AXIN2
CAPN7,AXIN2
LNX1,AXIN2
LURAP1,KRT3
KRT28,KRT3
KRT26,KRT3
KRT24,KRT3
HAUS1,KRT3
ZNF426,KRT3
DEUP1,KRT3
HYI,KRT3
CCDC197,KRT3
KRT37,KRT3
KRT38,KRT3
TRIM54,KRT3
KRT20,KRT3
KRT75,KRT3
SAPCD2,KRT3
WASHC1,KRT3
KRT27,KRT3
KRT36,KRT3
LHX3,KRT3
KRTAP13-2,KRT3
KRT19,KRT3
SPAG5,KRT3
KRT34,KRT3
OIP5,KRT3
KIFC3,KRT3
KRT33B,KRT3
TRAF1,KRT3
WWOX,KRT3
HGS,KRT3
KRT31,KRT3
NRG4,LHFPL5
GJB6,LHFPL5
DAGLA,LHFPL5
SLC34A2,LHFPL5
ENTPD3,LHFPL5
ADGRG3,LHFPL5
SERTM1,LHFPL5
TSPAN7,LHFPL5
TMX1,LHFPL5
CD37,LHFPL5
CLCN7,LHFPL5
CDS2,LHFPL5
HAS3,LHFPL5
CD72,LHFPL5
GJB4,LHFPL5
NIPAL4,LHFPL5
GJB3,LHFPL5
CLDN22,LHFPL5
AQP9,LHFPL5
TMEM50B,LHFPL5
TMEM107,LHFPL5
SLC35A1,LHFPL5
CLDND2,LHFPL5
EMP3,LHFPL5
CD81,LHFPL5
GPR37L1,LHFPL5
INSIG2,LHFPL5
TSPO,LHFPL5
BTN2A2,LHFPL5
CLDN5,LHFPL5
TMEM248,LHFPL5
CLEC14A,LHFPL5
TMEM52B,LHFPL5
PDZK1IP1,LHFPL5
RMDN3,LHFPL5
SAR1A,LHFPL5
ITGB2,LHFPL5
GPRC5D,LHFPL5
NKG7,LHFPL5
TMEM42,LHFPL5
MIP,LHFPL5
TFRC,LHFPL5
TEX264,LHFPL5
PLLP,LHFPL5
SLC16A2,LHFPL5
LNPEP,LHFPL5
TMEM201,LHFPL5
LRRC4C,LHFPL5
TMEM100,LHFPL5
C16orf58,LHFPL5
JAGN1,LHFPL5
FFAR2,LHFPL5
TSPAN33,LHFPL5
TMEM218,LHFPL5
VAMP3,LHFPL5
C14orf180,LHFPL5
CMTM7,LHFPL5
FXYD6,LHFPL5
TMEM254,LHFPL5
PLP1,LHFPL5
SERP1,LHFPL5
TMEM97,LHFPL5
AQP2,LHFPL5
GPR42,LHFPL5
ELOVL4,LHFPL5
TRARG1,LHFPL5
CD53,LHFPL5
APOL3,LHFPL5
UBIAD1,LHFPL5
C1GALT1,LHFPL5
TMEM86A,LHFPL5
TMEM31,LHFPL5
FNDC9,LHFPL5
CXCL16,LHFPL5
LRRC25,LHFPL5
CCDC155,LHFPL5
GPR152,LHFPL5
LPAR3,LHFPL5
TM4SF18,LHFPL5
SERP2,LHFPL5
ERG28,LHFPL5
TMEM128,LHFPL5
GGT7,LHFPL5
ERGIC3,LHFPL5
SEC22A,LHFPL5
PLP2,LHFPL5
SLC35C2,LHFPL5
CYB561,LHFPL5
GJA8,LHFPL5
MFSD5,LHFPL5
C5orf46,LHFPL5
TM4SF4,LHFPL5
GJB2,LHFPL5
EMP1,LHFPL5
SLC41A1,LHFPL5
ZDHHC15,LHFPL5
C3orf52,LHFPL5
AQP6,LHFPL5
TMEM60,LHFPL5
NINJ2,LHFPL5
KTN1,LHFPL5
KCNK5,LHFPL5
MTIF3,LHFPL5
TIMMDC1,LHFPL5
CERS4,LHFPL5
RPRM,LHFPL5
MFF,LHFPL5
GPX8,LHFPL5
VMA21,LHFPL5
CD79A,LHFPL5
CREB3L1,LHFPL5
FCGR1A,LHFPL5
FAM209A,LHFPL5
EXTL1,CLDN9
AOC3,CLDN9
GRM2,CLDN9
ADIPOQ,CLDN9
MAL,CLDN9
VSTM1,CLDN9
STX8,CLDN9
MALL,CLDN9
PLPP6,CLDN9
ERMP1,CLDN9
IGFBP5,CLDN9
C4orf3,CLDN9
LPAR3,CLDN9
CYB561,CLDN9
EMP1,CLDN9
RPRM,CLDN9
BNIP3,CLDN9
EXTL1,FNDC9
GCNT2,FNDC9
TWSG1,FNDC9
ENTPD3,FNDC9
KRTCAP3,FNDC9
TMEM182,FNDC9
CLDN1,FNDC9
GALNT15,FNDC9
AOC3,FNDC9
TMPRSS4,FNDC9
CLN6,FNDC9
ITM2C,FNDC9
PROKR2,FNDC9
PGAP2,FNDC9
CLEC1A,FNDC9
ST6GAL2,FNDC9
CNIH3,FNDC9
SLC35A1,FNDC9
EMP3,FNDC9
MOSPD3,FNDC9
ITM2A,FNDC9
SFTPC,FNDC9
SLC41A2,FNDC9
NINJ1,FNDC9
CXCL9,FNDC9
CLEC2D,FNDC9
ASGR1,FNDC9
UPK1B,FNDC9
NKG7,FNDC9
CTSA,FNDC9
PLLP,FNDC9
CYB5B,FNDC9
TMEM100,FNDC9
JAGN1,FNDC9
MAL,FNDC9
VAMP5,FNDC9
COL8A2,FNDC9
TSPO2,FNDC9
CLEC7A,FNDC9
CLDN19,FNDC9
TMEM254,FNDC9
PLP1,FNDC9
UPK2,FNDC9
STX8,FNDC9
MALL,FNDC9
CLDN11,FNDC9
NSG1,FNDC9
CMTM5,FNDC9
ZFPL1,FNDC9
AIG1,FNDC9
UBIAD1,FNDC9
ERMP1,FNDC9
IGFBP5,FNDC9
TMEM140,FNDC9
TMEM86A,FNDC9
OLFM4,FNDC9
CXCL16,FNDC9
HHATL,FNDC9
LPAR3,FNDC9
SERP2,FNDC9
PLP2,FNDC9
C3orf52,FNDC9
BMP10,FNDC9
TMEM60,FNDC9
NINJ2,FNDC9
ATXN1,FNDC9
TMEM79,FNDC9
DYNLRB1,CRCP
LRIF1,CRCP
GSC2,CRCP
AGR2,CRCP
MAX,MYC
KDM1A,MYC
LIX1,TSACC
FOXP2,TSACC
LIX1,EMSY
CLVS2,EMSY
PSMA1,EMSY
FEM1C,CEP63
BRPF1,CEP63
TBC1D15,CEP63
NDC80,CEP63
TSG101,CEP63
ROGDI,CEP63
ZNF148,CEP63
MNS1,CEP63
TXLNB,CEP63
DTNB,CEP63
USP2,CEP63
SMARCE1,CEP63
TBC1D22B,CEP63
BFSP2,CEP63
TSGA10IP,CEP63
USHBP1,CEP63
CCDC14,CEP63
FAM161A,CEP63
CEP57,CEP63
RCOR3,CEP63
CWF19L2,CEP63
CAPN7,CEP63
PIBF1,CEP63
ALOX5,CEP63
FEM1C,MALT1
FEM1A,MALT1
MCM8,FEM1C
ITPA,ITPA
LRRN4,DZIP1L
AMOTL2,DZIP1L
CBY1,DZIP1L
TRIM37,DZIP1L
NAP1L5,NAP1L2
MED30,NAP1L2
SH3BP5,NAP1L2
DMAP1,NAP1L2
FAM81A,NAP1L2
CCDC146,NAP1L2
CCDC185,NAP1L2
PPP1R13B,NAP1L2
KLHL2,NAP1L2
SCNM1,NAP1L2
MKKS,CDR2
TCHP,CDR2
CHIC2,CDR2
CCDC146,CDR2
MNS1,CDR2
HDAC4,CDR2
COX5B,CDR2
TXLNA,CDR2
RUNX1T1,CDR2
SMARCD1,CDR2
PKN1,CDR2
SMARCE1,CDR2
BEX2,CDR2
SH2D4A,CDR2
CDR2L,CDR2
PSMA1,CDR2
TRIM23,CDR2
ENKD1,CDR2
TTC23,CDR2
LENG1,CDR2
SP3,LIN54
SF3A2,LIN54
ZNF143,LIN54
ZNF76,LIN54
BANP,LIN54
NFYC,LIN54
NKX2-4,NOTO
BTF3,NOTO
APOBEC1,NOTO
FOXD2,NOTO
KRTAP5-6,NOTO
GLYCTK,NOTO
MEIS2,NOTO
EIPR1,NOTO
POU4F2,NOTO
FAM9B,NOTO
MAGED1,NOTO
LRP10,NOTO
ANKRD11,NOTO
IP6K3,NOTO
HNRNPK,NOTO
CEP19,NOTO
CCDC120,NOTO
KRTAP6-1,NOTO
CHAF1A,NOTO
BAG3,NOTO
LDLRAP1,NOTO
KRTAP6-3,NOTO
KRT34,NOTO
TTC23,NOTO
FOXH1,NOTO
PIH1D2,NOTO
BANP,NOTO
CT45A10,CT45A10
CT45A1,CT45A10
SDCBP2,CT45A10
SDCBP,CT45A10
DVL3,CT45A10
LYAR,SREK1IP1
MACROH2A1,SREK1IP1
SDCBP2,SREK1IP1
FGF10,SREK1IP1
NKAPD1,SREK1IP1
DDIT4L,SREK1IP1
SDCBP,SREK1IP1
THAP1,SREK1IP1
LYAR,LYAR
SDCBP2,LYAR
PTTG1IP,TMPRSS2
CNIH2,TMPRSS2
CLN6,TMPRSS2
PGAP2,TMPRSS2
DEFB103B,TMPRSS2
DEFB103A,TMPRSS2
FAXDC2,TMPRSS2
CNIH3,TMPRSS2
SLC35A1,TMPRSS2
MOSPD3,TMPRSS2
CYBC1,TMPRSS2
SFTPC,TMPRSS2
ADIPOQ,TMPRSS2
CXCL9,TMPRSS2
PLLP,TMPRSS2
TMEM86B,TMPRSS2
VAMP5,TMPRSS2
BRICD5,TMPRSS2
TMEM218,TMPRSS2
EDDM3B,TMPRSS2
CLEC7A,TMPRSS2
CMTM7,TMPRSS2
PLP1,TMPRSS2
UPK2,TMPRSS2
STX8,TMPRSS2
SELENOK,TMPRSS2
ZFPL1,TMPRSS2
C2CD2L,TMPRSS2
TMEM243,TMPRSS2
IGFBP5,TMPRSS2
STX7,TMPRSS2
TMEM86A,TMPRSS2
TMEM11,TMPRSS2
ERG28,TMPRSS2
TMEM128,TMPRSS2
SEC22A,TMPRSS2
PLP2,TMPRSS2
SCD,TMPRSS2
C3orf52,TMPRSS2
BNIP2,TMPRSS2
BMP10,TMPRSS2
TMEM60,TMPRSS2
CFHR5,TMPRSS2
NINJ2,TMPRSS2
BNIP3,TMPRSS2
TMEM79,TMPRSS2
NKX2-5,SHOX
IGBP1,SHOX
GLIS2,SHOX
HEMK1,SHOX
ABL2,ZMAT1
STK16,ZMAT1
CDC23,ZMAT1
RFC5,ZMAT1
RUNX1T1,ZMAT1
ALAS1,ZMAT1
BLK,ZMAT1
SAXO1,ZMAT1
SCNM1,ZMAT1
EXOSC5,ZMAT1
GORASP2,ZMAT1
C1orf109,ZMAT1
OIP5,ZMAT1
HOXA1,ZMAT1
BHLHE23,KRT34
LRRC29,KRT34
NMU,KRT34
CERK,KRT34
KLK8,KRT34
NPBWR2,KRT34
PDGFRB,KRT34
ICAM4,KRT34
JOSD1,KRT34
P2RX7,KRT34
MIIP,KRT34
EPDR1,KRT34
KDELR1,KRT34
GNG13,KRT34
SNRPB,KRT34
TSG101,KRT34
HYAL2,KRT34
ZNF446,KRT34
EIF4G1,KRT34
HDAC4,KRT34
MAD2L2,KRT34
GSTP1,KRT34
ITGB5,KRT34
ZFYVE26,KRT34
AMOT,KRT34
CHRD,KRT34
TXLNA,KRT34
FAM110A,KRT34
GSC2,KRT34
BCAS2,KRT34
RFC5,KRT34
HCK,KRT34
CCDC198,KRT34
SMARCD1,KRT34
PTPMT1,KRT34
PLLP,KRT34
GRN,KRT34
AIMP2,KRT34
ARMC7,KRT34
EXOC8,KRT34
FNDC11,KRT34
PKN1,KRT34
NEK6,KRT34
DDX6,KRT34
PRPF31,KRT34
USP2,KRT34
SMARCE1,KRT34
RASD1,KRT34
MATR3,KRT34
TBC1D22B,KRT34
SMG9,KRT34
CCNC,KRT34
TFAP2D,KRT34
PSMA1,KRT34
CYTH4,KRT34
PSMB1,KRT34
INO80B,KRT34
EXOSC5,KRT34
ALDH3B1,KRT34
FAM214B,KRT34
KCTD9,KRT34
TLE5,KRT34
TTC23,KRT34
HOXB5,KRT34
TEKT3,KRT34
PITX1,KRT34
ANKS1A,KRT34
DMRT3,KRT34
CDK18,KRT34
PIN1,KRT34
HOXA1,KRT34
C1orf61,FAM47E-STBD1
CIDEB,FAM47E-STBD1
MSTO1,HDDC3
AKAP9,HDDC3
MAGEA4,HDDC3
NMI,HDDC3
NT5C,NT5C
DMAC2L,EVX2
ITIH6,EVX2
CNFN,EVX2
ZMYND12,EVX2
LASP1,EVX2
RAB17,BOLA3
KRT34,BOLA3
PICK1,BOLA3
GLRX3,BOLA3
DEK,GPATCH11
PICK1,GPATCH11
SDCBP,GPATCH11
KLHDC3,ENAH
MED18,AFMID
DDIT4L,AFMID
MED18,TEPSIN
AP4B1,TEPSIN
PCDHB3,TEPSIN
OAZ3,TEPSIN
IQGAP1,TEPSIN
TSEN2,TEPSIN
ASB3,TEPSIN
NGB,TEPSIN
PSMA6,TEPSIN
KHNYN,TEPSIN
DZIP1L,TEPSIN
BCL2L14,TEPSIN
TAPBPL,TEPSIN
ASAP3,TEPSIN
SORBS2,TEPSIN
ZNF343,TEPSIN
CCDC146,TEPSIN
GRB10,TEPSIN
HPCA,TEPSIN
GNG13,TEPSIN
VPS26C,TEPSIN
THRSP,TEPSIN
TSHZ3,TEPSIN
NME7,TEPSIN
FKBP6,TEPSIN
TSSK3,TEPSIN
CDC23,TEPSIN
SNRNP25,TEPSIN
MSGN1,TEPSIN
TCL1A,TEPSIN
DUSP4,TEPSIN
TBC1D13,TEPSIN
ZIC1,TEPSIN
HCK,TEPSIN
TRIM54,TEPSIN
TRIM50,TEPSIN
BTBD3,TEPSIN
TRIM45,TEPSIN
UTP23,TEPSIN
MAT2B,TEPSIN
SLU7,TEPSIN
DEF6,TEPSIN
NUDT21,TEPSIN
FARS2,TEPSIN
CBX8,TEPSIN
NEK6,TEPSIN
HAT1,TEPSIN
TBC1D22B,TEPSIN
CCNC,TEPSIN
TFAP2D,TEPSIN
BIRC7,TEPSIN
GRIPAP1,TEPSIN
CINP,TEPSIN
AP1M1,TEPSIN
RANBP3,TEPSIN
RAB3IP,TEPSIN
YPEL3,TEPSIN
TRAPPC6A,TEPSIN
FLACC1,TEPSIN
TRIM23,TEPSIN
LGALS14,TEPSIN
HSF2BP,TEPSIN
KRT34,TEPSIN
SORBS3,TEPSIN
ZMYND12,TEPSIN
FAM214B,TEPSIN
SEC14L4,TEPSIN
C1orf109,TEPSIN
MLX,TEPSIN
MTUS2,TEPSIN
KCTD9,TEPSIN
FNDC3B,TEPSIN
GOLGA2,TEPSIN
UBASH3B,TEPSIN
MFAP1,TEPSIN
LENG1,TEPSIN
LMO3,TEPSIN
WDYHV1,TEPSIN
KRT31,TEPSIN
CSNK2A1,TEPSIN
GUCD1,TEPSIN
RERE,CCDC120
MIIP,CCDC120
CYTH1,CCDC120
CYTH2,CCDC120
RINT1,CCDC120
CDR2,CCDC120
PLAGL2,CCDC120
FCHSD2,CCDC120
TP53BP1,CCDC120
STX11,CCDC120
BCAS2,CCDC120
NCK2,CCDC120
ZMAT5,CCDC120
PLA2G10,CCDC120
POU2AF1,CCDC120
TRIP6,CCDC120
IFT88,CCDC120
PKP2,CCDC120
NEK6,CCDC120
CCDC136,CCDC120
CEP55,CCDC120
CYTH3,CCDC120
CNFN,CCDC120
COG6,CCDC120
CYTH4,CCDC120
RABEP1,CCDC120
BLZF1,CCDC120
CALCOCO2,CCDC120
KRT34,CCDC120
SORBS3,CCDC120
PRDM6,CCDC120
ZRANB1,CCDC120
AKAP8L,CCDC120
C1orf109,CCDC120
MID2,CCDC120
MYOG,CCDC120
MTUS2,CCDC120
TLE5,CCDC120
TFIP11,CCDC120
LZTS1,CCDC120
HOMER3,CCDC120
TRAF1,CCDC120
LMO4,CCDC120
SPAG8,CCDC120
INTS11,CCDC120
KRT31,CCDC120
HOXA1,CCDC120
RNF114,XAF1
SEPHS1,XAF1
TRIM21,XAF1
RFC5,XAF1
BIRC7,XAF1
NXT1,FBXO16
MORF4L1,FBXO16
MORF4L2,FBXO16
TRIM54,FBXO16
LMO1,FBXO16
NXT1,NXF3
NXT2,NXF3
STAU1,NKRF
DHX15,NKRF
ZNF346,NKRF
PRKRA,NKRF
STAU1,PRKRA
STRBP,PRKRA
PIAS2,PRKRA
PRKRA,PRKRA
EIF2AK2,PRKRA
TARBP2,PRKRA
ZMAT4,PRKRA
EHHADH,PRKRA
LNX1,PRKRA
STAU1,STRBP
HMGXB4,STRBP
ZNF346,STRBP
CAMK2G,STRBP
THAP1,STRBP
STAU1,LONRF1
GABPB2,LONRF1
HLX,LONRF1
PPP1R3C,LONRF1
CFP,LONRF1
MTMR3,LONRF1
XIAP,LONRF1
ZNF426,LONRF1
CRX,LONRF1
WDR83,LONRF1
TASOR2,LONRF1
UBE2I,LONRF1
PRDM16,LONRF1
AVPI1,LONRF1
TBX19,LONRF1
KHDC1,LONRF1
PAX8,LONRF1
LHX2,LONRF1
C4orf17,LONRF1
ALAS1,LONRF1
GORASP1,LONRF1
CDKN2D,LONRF1
POU6F2,LONRF1
PATZ1,LONRF1
KATNBL1,LONRF1
PSMA1,LONRF1
ADAMTSL4,LONRF1
VGLL1,LONRF1
YPEL3,LONRF1
GORASP2,LONRF1
PAX6,LONRF1
AP2B1,LONRF1
TRAF2,LONRF1
PICK1,LONRF1
PRDM6,LONRF1
BYSL,LONRF1
MID2,LONRF1
KCTD9,LONRF1
RPRD1A,LONRF1
LNX1,LONRF1
KRT31,LONRF1
HOXA1,LONRF1
STAU1,NXT1
RAB22A,APPL2
RAB5C,APPL2
B4GALNT2,ARL13B
KCNJ2,ARL13B
CLDN8,ARL13B
ENTPD3,ARL13B
AOC3,ARL13B
KLRG1,ARL13B
CLN6,ARL13B
SLC13A3,ARL13B
PLPPR2,ARL13B
SEMA4G,ARL13B
PGAP2,ARL13B
FUNDC2,ARL13B
VAMP1,ARL13B
PAEP,ARL13B
ICMT,ARL13B
MAL2,ARL13B
SLC35A1,ARL13B
NAT8,ARL13B
VAMP4,ARL13B
MOSPD3,ARL13B
WFDC2,ARL13B
AQP10,ARL13B
TMEM54,ARL13B
NUCB2,ARL13B
TMEM190,ARL13B
SLC2A5,ARL13B
PDZK1IP1,ARL13B
NKG7,ARL13B
ORMDL1,ARL13B
CYB561D2,ARL13B
PMP22,ARL13B
TFRC,ARL13B
CTSA,ARL13B
TEX264,ARL13B
TMEM14C,ARL13B
TMEM218,ARL13B
THSD7B,ARL13B
TSPO2,ARL13B
MMD,ARL13B
VAMP3,ARL13B
CMTM7,ARL13B
FXYD6,ARL13B
TMEM254,ARL13B
PLP1,ARL13B
SLC35B1,ARL13B
TMEM97,ARL13B
FDFT1,ARL13B
MALL,ARL13B
CMTM3,ARL13B
AIG1,ARL13B
CD53,ARL13B
C1GALT1,ARL13B
TECR,ARL13B
HMOX2,ARL13B
STX7,ARL13B
GAD2,ARL13B
LEPROTL1,ARL13B
C4orf3,ARL13B
CXCL16,ARL13B
STX1A,ARL13B
SLC39A2,ARL13B
TMEM65,ARL13B
EBP,ARL13B
TMEM128,ARL13B
GOSR2,ARL13B
CDIPT,ARL13B
SLC38A7,ARL13B
HMOX1,ARL13B
GJB2,ARL13B
EMP1,ARL13B
ZDHHC15,ARL13B
ACSF2,ARL13B
NRM,ARL13B
FKBP8,ARL13B
TMUB2,ARL13B
THSD7A,ARL13B
BMP10,ARL13B
CFHR5,ARL13B
HOMER3,ARL13B
TMEM79,ARL13B
TNMD,ARL13B
B4GALNT2,BSCL2
CXCL9,BSCL2
TSPAN2,BSCL2
USE1,BSCL2
TMEM218,BSCL2
VAMP3,BSCL2
CLDN19,BSCL2
CMTM7,BSCL2
SERP1,BSCL2
UPK2,BSCL2
